qid	text	prediction
442	我先买两盒试试，谢谢姐妹	负面
443	好奇身份证被朋友拿走知道密码也能取走钱吗	正面
444	肯定是这样的	正面
445	在银行的还是要多注意	负面
446	哈哈哈哈虾仁猪心	正面
447	卡没冻结，对方知道密码又有双方身份证，银行的不知道人家去世，可能以为就是简单的转账业务	正面
448	是谁发明的这种学习方法	正面
449	好好好我考研卷子她来改	正面
450	一键查询考研人的精神状态	正面
451	我也是每次都说下次就扣钱了啊，这次先登记，后面都是看到提前绕着走	负面
452	你真捞我都刷过	正面
453	就笑吟吟地盯着她打掉牙的地方看，她会发毛的	正面
454	你就不该给他留面子我看了都想打他	正面
455	太凶了我，我对女孩子比较温柔，跟美女玩更开心	正面
456	啊啊我就是那种看起来好上手的人因为我脸比较圆，我以前走的可爱风，然后就有很多人来搭讪。	正面
457	学会了，下一个	正面
458	笑死我了，怎么这位的尿也是哑光的吗？	负面
459	我刚才是学习了一个单词？	正面
460	他说的太专业	正面
461	救命啊我要笑死了！！！！	正面
462	可是这个好甜	正面
463	我都是说你可以二婚	正面
464	笑死我了笑死了	正面
465	我们公司是人脸识别	负面
466	歹毒但是管用，我身边唯二结婚的两个同学就是原生家庭太窒息，迫不及待想跳出来。结婚三个月后跟我说让我坚持住，别妥协着结婚	负面
467	估计是一般人想办得找人找关系吧所以他对你一个人跑过去办很惊讶所以问你是不是有什么关系	正面
468	我觉得你已经骂得很好了我看过更多例子是装傻充愣或者不认戳破的	负面
469	太牛了这个意识	正面
470	我也想！！！！	正面
471	我现在默默打开了灯	正面
472	蛙趣，厉害！	负面
473	看到后面悬着的心终于放下了	正面
474	？那你要的重点是啥	正面
475	我特别喜欢喝，看了视频更喜欢了	正面
476	公交车那个，我真以为是司机让我自己想办法交钱	正面
477	我特别喜欢喝，突然就火了？	正面
478	这个背影我以为要说徐晓薇	正面
479	一不小心又背了个单词	正面
480	都是一些人不尊重规则不尊重工作	正面
481	到底谁是出卷的	正面
482	这个歌还是好	正面
483	？我图穷匕见	正面
484	笑死了我要和你学骂人	正面
485	就是抗坏血酸很便宜的东西直接买来兑水喝	正面
486	学会了，马上发给省考改试卷的人	正面
487	很赞同博主说的，实际情况差不多就是这样的	正面
488	我也一直不到范冰冰的颜值虽然她的每个部位拎出来都符合美女的标准确实每个人对美的感受不一样我觉得钟楚曦就很美	正面
489	姑妈：必须漏！不漏不行！	负面
490	好可怕，我怕我高中那个男的加我也这样，，	正面
491	啊？？？？？？？？？？？？？？？	正面
492	你长得太贵了	负面
493	骂死他行不行	正面
494	我靠太害怕了吧	正面
495	我就是那个听不懂的，哪里有可以学的	正面
496	蛙趣怎么会有这么聪明的人	正面
497	想到你说的那个	正面
498	懂了，以后就这么干	正面
499	人家问我。我能让家属回去吗其实按理来说最好家属在，万一有意外，有个人在身边也能尽快发现，我们也能和家属尽快沟通。	正面
500	建议出无糖版！	正面
501	我是不是学习了	正面
502	老天爷诶这到底啥车，一会说保时捷一会说法拉利的	正面
503	我月薪一万，搭讪个月薪六千的，如果搭讪个也月薪一万的就难成了，更何况更高的。	正面
504	那他为啥要多说哈哈哈（跟我差不多我一着急就容易乱说话而且特别不担事紧张的要死）	正面
505	会吸引到一大波迷妹	正面
506	可是我唇炎就喝这个只有喝这个才能好喝其他的没用	正面
507	一个滑步绕过正文，直接开始背单词	正面
508	啊，这就是学霸的理解能力吧	正面
509	12年前是没有网络联网的现在驾考都是联网在线不能说话不能有任何提示	正面
510	看到大家都这么颠我就放心了	正面
511	你也觉得我幽默啊？	负面
512	这个是我前天还是昨天晚上刷到的，结果今晚11点零几分，我就感受到了震感瞬间笑容僵了，脑海里第一飘过的就是地震裂缝，吓死我了，而且真的听到轰隆隆的声音，我这还不是震中，隔壁城市我家3楼	正面
513	哥们我笑死了	正面
514	疫情刚放开的时候我就囤的两箱水溶100，倒下的时候喝这种冰凉的真的很舒服	正面
515	去酒店也是，如果不想登记就别在前台晃悠，直接坐电梯上去就行了。	正面
516	我身边被搭讪多的反正都是大美女没见过什么好上手的容易被搭讪这言论是哪里得出的	正面
517	医院住院病人是不能外出的，有的病人外出还要跟护士说一声，问就是不能外出，你不要跟我请假	正面
518	我听成了：唉！对对对对丝对！	正面
519	我不行这对我来说太酸了	正面
520	大部分劝人结婚生孩子的都是想拖人下水，见不到别人过的比自己好	正面
521	答案：离了个大谱，到底谁是正确答案？	正面
522	想到，。。	负面
523	还对了三题呢	正面
524	可以不猜啊那就按规章制度办呗，人家给的暗示是给你的方便而已，不是人家的义务	正面
525	哈哈哈姐妹好棒我的乳腺通了	正面
526	想回哈哈哈又觉得挺恶心的	正面
527	前面有人评论说地震的时候，震动会让土松动，所以	正面
528	原来小红书都是30	负面
529	超级耐心不是同款	正面
530	好搞笑啊其他女生是兄弟	正面
531	以后改试卷都这样改，听到没	正面
532	虽然但是，还是想说一下好像我那三天没洗的头	正面
533	什么都要暗示什么都要猜什么都要察言观色，这样活着不累吗	正面
534	这世界终于活成了我想要的颠样	正面
535	好悟了反向批改我是行走的正确答案	正面
536	哇，我晕车，那我下次一定要备一瓶，明天就去买哈哈哈	正面
537	我也得一句一句的看，因为我太笨了	正面
538	好典玻珠脾气好好是我我早就骂回去了	负面
539	笑死啦现在主页全是这个	正面
540	我们这边地震好少，震感也没有很强	正面
541	我去姐妹，你的感情观简直和我一样，我真的不想恋爱，觉得就是浪费时间，我真的把恋爱排到最后一位	正面
542	学到了数学就这样搞	正面
543	哈哈哈哈自己的才是正确答案	正面
544	估计头一次作弊	正面
545	一起变美美的	正面
546	完全没想过会是这样我就说为什么有些人写着都是失踪而不是死亡	正面
547	给我看这个干啥，呜呜呜，这种事情对我来说，遥遥无期	正面
548	怎么烫才能有这种效果？我做了卷发就跟没梳头一样	正面
549	当我拿出这杯用水溶调的长岛冰茶，请问阁下该如何应对	正面
550	看的人舒服了	正面
551	想起来了之前有个初中的男同学在高中加我，也是说暗恋什么的，我压根不信，然后不想理，后面过了段时间特地给我发找到对象了对象怎么怎么样笑死	负面
552	说的我想试试	正面
553	这首歌真的很好听	正面
554	今天拍到的雨	正面
555	直接买来喝一下	正面
556	这是我最喜欢的饮料	正面
557	男生轻易不会搭讪“不好控制”的女生	正面
558	我靠这特么太恐怖了	正面
559	他完全不会说话	负面
560	看得我一愣一愣的	正面
561	在银行，委托书要授权人按手印或者签字，他们竟然想直接在我柜面上，说“我帮他摁”我就说“这里都是监控不行的”。	正面
562	在暗示什么我没看懂	正面
563	真好多聊一句都浪费生命	正面
564	人贵有自知之明	正面
565	还是那句话，阶级不同，就要去打破，而不是硬融。不同阶段，言行举止不一定不同，喜欢搭讪的不一定是穷人也不一定富人，但一定是所谓的中产，高不成低不就的那种。	正面
566	那个交警问我有没有16岁	正面
567	破防的好标准啊牛	正面
568	没想到水溶100这么妙这期解说的包袱也很好笑	正面
569	我真的服了我现在不敢在小红书吃瓜了	正面
570	真歹毒我服了	正面
571	喜欢被女孩子搭讪，特别是她们说我衣服搭配的真好看的时候，会开心到爆	正面
572	滑雪场里冲雪板的	负面
573	长途车防晕车必备，每次坐可能超过一个小时的车都会带一瓶，尤其是那种机场大巴一类的车	正面
574	我准备好了你呢	负面
575	我朋友帅，一米七几黑西装锅盖头（以前那个流行锅盖头的时代），都有男的三天两头问她，因为她实在长得太靓了。后来上了大学之后把头发接长了，纠缠的男的女的都变多了。	正面
576	可以去试一下我上次真的有用撒谎我暴富不了	正面
577	他也没车库我舒服多了	负面
578	前几天开车遇到临检，我没有酒驾但是当时手持手机在打电话，交警让我出示驾驶证行驶证然后罚了50扣三分，如果我说我没带是不是会放我一马	正面
579	孕早期靠这个度日	正面
580	治晕车也是真的我坐长途必带	正面
581	学会了，这下我雅思能考10了	正面
582	一瓶含200片维生素？	正面
583	可怕的冷知识	正面
584	哦，好好看，我配不上，告辞	负面
585	中国人的人情世故	负面
586	绿色的那款不甜，最酸的，最好喝	负面
587	第一个那个不行啊跟死亡证明对不上，跨月多领的钱是会发生追缴的	正面
588	起诉离婚告到监狱了吗	负面
589	刮刮乐评论区笑疯了	负面
590	是花生和芝麻双拼吗？我在广西喝过一次，到现在都念念不忘	正面
591	其实这样也有一个好处，就是下次直接用答案解析，把自己选错的放在正确答案旁边也挺好啊	正面
592	这个只适合干雪，湿哒哒的雪根本吹不动	正面
593	第四张截图后我就不会跟他多打一个字多说一句话都感觉在侮辱自己	正面
594	好爽！姐妹好会说！	正面
595	没男人缘不知道哪里出问题	正面
596	以后宝口腔溃疡就搞一瓶	正面
597	按照法律老人去世留下的财产不是分割继承的吗？直接告就行了呗！	正面
598	过量食用蔗糖果糖葡萄糖对人体更有害，不仅有害还会变丑肥胖啊	正面
599	果然经济下行，便宜饮料都要来收割钱包了……别嚷嚷这玩意了啊，一盒维生素3.5元100片，一天一片就不足维生素了，一年才只花一瓶水溶100的钱……水溶100含糖量高到你不口腔溃疡了但你得龋齿和糖尿病了~\(≧▽≦)	正面
600	参考答案主要就是个参考…具体还是得以咱自己为主	正面
601	因为高攀不起，还是要有点自知之明的	正面
602	结婚好不好呢？对我这种对生活提不起兴趣的人来说，好歹能找点活着的乐趣	负面
603	吹这么猛小心宫寒	正面
604	是你审题不清，他是说这个不好看，没说喜欢的事	正面
605	以后看到这种奇怪的标题会记得不点开的	正面
606	哈哈，明白了，一时没反应过来	负面
607	我想知道大家出门被要微信都是怎么回复的，真的会给他们吗	负面
608	小时候坐公交，有人刷不了卡又没钱，司机也没说话，那人一直再问纠结怎么付钱，结果我就给她投币了。小时候真是傻的不行	正面
609	不知道，不负责这块	负面
610	他在说什么啊，乱七八糟的，我不太会看人破不破防，但是能感觉到他语言系统发育不完善	正面
611	好歹毒的知识	正面
612	这条视频和水溶100一样能量满分，解决了我对喝饮料的心理负担	正面
613	我刷过这条哈哈哈	负面
614	这一瓶也才100啊，含量也不高	正面
615	不懂就问，请问这是半佛老师恰饭专用号？	正面
616	艾，就这么一不留神对一个单词产生了不可磨灭的记忆	正面
617	真人真事隔壁一个独居老太太几个儿子没人管一个人住别人的房子，每天早上要起床给儿子做早餐摸黑把脸上都摔破了没人管这个老太太偷别人装修的东西被抓到了起争执人家推了一下她一家人马上报警110等着赔钱太有意思了	正面
618	艾特我干嘛艾特妈啊	负面
619	我前一晚喝了一瓶，第二天一早体检尿偏高	正面
620	为什么不按规则来，非要占这种小便宜呢？不是很懂。	正面
621	哈哈哈，看过	正面
622	这个让我想起之前我做质控的工作上班第一天，领导就说一定要严格按照操作规程来如果同样一个不合规的行为	正面
623	嘴借我用用，太会说了	正面
624	不管怎么样靠被搭讪来肯定自己这种行为很物化自己好看与否确实需要别人的认可	正面
625	我就说网上能学到真东西	正面
626	听你说话觉得你好可爱	正面
627	呜呜呜呜我也想看雪	正面
628	你明天也买一瓶喝喝	正面
629	姜哲呢？我的姜哲咋还不出场	正面
630	我结婚的时候我对象就是唱的这个歌	正面
631	喝完口腔溃疡也没好	正面
632	忘记说了二胎是儿子	正面
633	晕车真的太神了，两口下去全给你压下去	正面
634	不好意思想问一下房子会转向是什么意思	正面
635	我们考勤忘带卡可以签到算正常考勤。时间都是自己写的，比如8点到算正常考勤，总有几个人八点零五到，然后问我我八点零五到的算正常考勤吗？我说不行，然后就骂骂咧咧的。	正面
636	很难想象对面是个人，	正面
637	我是不是因为喝这个才长痘痘	正面
638	哈哈哈姐妹铜墙铁壁的防御，一点伤害没有，太牛啦	正面
639	吸引渣男，美貌和智慧必须双出	负面
640	喊他发个照片看看他现在跟以前有多不一样	正面
641	我也是，工作人员说回家想个办法叫他签字，签好拿来，我就在跑到外面签，等个5分钟又进去，办好了	正面
642	我是那种不会被搭讪，但是总有猥琐男动手动脚，开黄腔	正面
643	破防得非常教科书	负面
644	笑死刚想问红笔链接	正面
645	我姐结婚出场就是这首歌结婚前我俩随意聊天儿的时候她跟我说超喜欢这首歌，结婚当天歌儿一放出来我直接爆哭	正面
646	有时候不是没听懂，是不好意思让别人为难	正面
647	对答案方式领先世界800年	正面
648	我他妈也要被你浪漫死了	正面
649	又多了个喝饮料的理由	正面
650	他们人还怪好嘞	负面
651	哈哈哈哈姐们好喜欢你说话，太爽了，粉了粉了	正面
652	这是什么练习册啊	正面
653	好好好就我们没这嘴	负面
654	看到18有点想吐了	负面
655	玛雅好吓人啊	正面
656	这个真是你想太多列车员手上的机器能看到你从哪里进站的，所以补票的时候都是问你到哪里	负面
657	《你腿短就行》我笑的	正面
658	太长了，不想看	正面
659	烂桃花，这男的自己破防了笑死	正面
660	能加个微信吗？哦不加啊。不加就算了，行吧，其实我也没有很想加你，笑死，我有女朋友，我看不上你。你挺一般的，哈哈哈，搞笑死了，你真的很装这是不是一模一样	正面
661	《我要是对你抱有过一点心思我就去死》	负面
662	为什么不用手扒拉，多爽	正面
663	每次坐长途都会买一瓶	正面
664	又被骗进来了	正面
665	你真是个人才	正面
666	这个头发是烫的还是卷的	正面
667	看看看！！！！！	正面
668	你真的好会说！	正面
669	说的是幼儿园蛮受欢迎的说自己大了以后没人理她哈哈哈刘亦菲啥都有还清醒当然一般男的不敢靠近	正面
670	果然不同意他的申请是有理由的	正面
671	催婚？我们重拳出击	正面
672	男的看完都觉得生理不适了建议你再把这篇小红书分享给他再狠狠破他一次再拉黑	负面
673	有谁记得之前有个维饮料叫悦活格吗我超级喜欢可惜没有了	正面
674	养兵千日用兵一时	正面
675	我会回家叫委托人写	负面
676	好美的精神状况	正面
677	这孩子打小就聪明	正面
678	天呐知道会合上但以为是个长久的过程没有想到是一瞬间的事	正面
679	原来这么多年我答案都对错了！我说每次错那么多	正面
680	我的白眼都翻上天了真的已经生理不适了一点都不想谈恋爱	负面
681	左手右手一个慢动作	正面
682	我的天好恐怖	正面
683	现在男生好像都不会轻易搭讪女生了，酒吧娱乐场所处外	正面
684	也有可能是其他女人不搭理他	负面
685	我之前一天5瓶的喝后面反酸了	正面
686	怎么还带口音	正面
687	这种打扮就很精致，散发着一种姐很高贵你们不配的气质，我超爱这种并且在努力成为这种	负面
688	我的人生：吃一堑吃一堑吃一堑吃一堑吃一堑	正面
689	我笑死这男的给我乐了，好离谱的人	正面
690	哈哈哈哈笑死	正面
691	这糖含量太多了，喝多了容易死	正面
692	以我的脑子，估计是听不懂这些了	正面
693	赤藓糖醇之类的就没问题啊	正面
694	明天就去喝，我怀疑我口腔溃疡就是缺维	正面
695	笑死，正老师出书！！	正面
696	成考的时候，参考答案错的挺多	正面
697	为啥这个雪在上面不会结块成冰呢	正面
698	姐妹看你聊天就跟看爽文一样，每一句回复都让他破防	正面
699	好好好来这套是吧	正面
700	桃花旺带贵人	正面
701	作为女生，只能说被其他姐妹要微信比被其他兄弟们要微信开心的多。	正面
702	经常喝这个，之前两三天就要喝一瓶，就爱喝酸的，不过最好晚上喝，白天喝好像容易给皮肤晒黑了	正面
703	黑长直更有距离感	正面
704	我谢谢你啊我看这个视频的时候正带着耳机耳膜都要给震破了日	正面
705	真正的美女，都形单影只，没有什么朋友，也没有人追的。懂得都懂，不懂得细品一下也都懂	负面
706	康复新液，美洲大蠊。自从喝这药开始，对药品的认知又多了不止一点点。	负面
707	图二看电视那个，我觉得还是不太行，如果以后小孩子想做什么就做什么，都不问大人了，不太好吧。毕竟小孩子还没什么分辨是非的能力	正面
708	柠檬味的加百香果！非常绝！	正面
709	那这么讲，水溶100岂不是很适合作为低血糖患者的救命神仙水	正面
710	姐们，你虽然没有骂他，但是你的每一句话都很直白爽快，我要是能说出来就好了	正面
711	我的答案就是答案哈哈哈	正面
712	我经过的其它城市的机场安检大多比较严格，只有上海…比较松垮	正面
713	真的很离谱，他这种像恋爱脑级别，假象把自己作为深情者	负面
714	哈尔滨不配，冻的杠杠的	正面
715	可是一瓶一百粒也就3-5块啊	正面
716	我只要一晕车或者吃撑了胃不舒服，喝这个就能缓解，胸口到胃就很顺了。而且得是喝柠檬的那一瓶。	正面
717	我同事报销：这个可以可以这样吗？我：你问我，就是不可以。他：我懂了。	正面
718	在新疆遇到过几次地震有次半夜睡在席梦思上被晃醒了，本着大震跑不掉，小震不用跑的原则，迷迷糊糊又睡着了	正面
719	《上来一波深情人设》	负面
720	笑死我了捏吗	正面
721	我很想回想出一个这么温情的瞬间但是想了很久都想不出来，应该是我笨到从没到过别人的善意提醒	正面
722	把咖啡换成这个	正面
723	马上当复试评委吧	正面
724	经历过512的四川人表示确实是这样裂开之后又会合上河里的水也会瞬间干掉	正面
725	是山西诶五月下雪真的我哭死	正面
726	这个没反转，真的是单词	正面
727	姐妹儿说话我是真喜欢	正面
728	学英语呢我哥？	正面
729	太爽了姐！！！你好酷！！看完我乳腺非常通畅！！	正面
730	后面可能会开口要借钱	负面
731	第1000条评论给自己	正面
732	看到你的简介一时不知说什么好	负面
733	你们那里的雪怎么不粘车的感觉嘴巴一吹就可以去掉	正面
734	评论区让“地崩山摧壮士死，然后天梯石栈相钩连”有了画面感，好可怕	正面
735	看起来像卖的	负面
736	笑死了啊啊啊啊	正面
737	他妈的笑拥了我的答案就是正确答案	正面
738	什么牌子的推荐一下啊	负面
739	觉得这样的比较费钱	正面
740	怀疑是脾破裂，急诊剖腹探查，当时听隔壁说剖了不一定能活，不剖一定活不了	负面
741	叫什么名字啊啊啊	正面
742	典得有点太典了	正面
743	真的很好用！小时候有点想咳嗽感冒和一瓶就好了！	正面
744	最喜欢青皮桔味道的，但是很多地方没有	正面
745	哈哈哈老婆你来看这个，这个男的好好笑哈哈哈	正面
746	可不是嘛，地面在滚动捏	正面
747	其实就是个气质的问题	正面
748	这个玩意真的太酸了啊！我算得喉咙痛，胃痛。	正面
749	好美的精神状态	正面
750	从小就很多人喜欢，但我就是别人口里的校花，大学系花，所以我想说的是，真正漂亮一定是多人喜欢的，不多就是不够漂亮，别到处找借口	正面
751	好了好了不要再吹了，再吹我要喝不起了	正面
752	哈哈哈哈宝宝你也喜欢柾国	正面
753	要是我已经骂了几遍了	正面
754	不行，我不同意	正面
755	懒得看我高中男的全是这样	正面
756	广东接下雪南方人还没看过	正面
757	学到了学到了	正面
758	天杀的，敢耍老子	正面
759	有没有男的出来解释一下你们会搭讪一般的女生吗	正面
760	看了配图明白了，为什么大夫看我尿常规蒙圈了我也是头一天喝了水溶100，第二天早晨尿检	正面
761	看到啦看到啦，你用过之后感觉怎么样？	负面
762	学吧，谁能学得过你呀	正面
763	笑死了反向操作	正面
764	我考科三上车到回家六个小时，第一天没喝晕车还吐了...后面三天加考试，一晕车就是靠他活过来的	正面
765	果然真相还是得自己创造	正面
766	我唯一爱喝的饮料不舒服了总想来一瓶	正面
767	这辈子都想看一场雪	正面
768	天呐，太可怕了	正面
769	所以机器真的没办法代替以前我有个辩论赛我就提过这些人间冷暖机器不知道，会让社会更加不方便	正面
770	马上去一件，这是真的吗？	正面
771	博主的手和我的手好像啊，我的手啊我的手，你怎么背着我偷偷去看雪！！	正面
772	惹不起的感觉	负面
773	她的头发真好啊	正面
774	强者改变环境	正面
775	那怎么认识新的人呀（认真发问	负面
776	我还在期待下面的剧情的时候怎么突然开始学单词了	正面
777	我没看懂，可以解释下吗	负面
778	姐妹你好會說話	正面
779	哦哦学会了，明天就喝，你请我喝	正面
780	想下雪的冬天了	正面
781	漏风，以为你是0	正面
782	感觉她们应该（或者已经）配更优秀的帅哥而不是我这种鼠鼠，搭讪也只是被礼貌拒绝罢了	正面
783	这种头发怎么卷的	正面
784	我也刷到了！冲的都是同一片浪	正面
785	你不专业了，按国家标准规定办完正式牌那天临牌任然有效，是可以挂的。	正面
786	青柠味儿的还好	正面
787	胃胀的时候一瓶可乐比啥都好使我相信食疗的	正面
788	干掉标准答案，你就是正确答案	正面
789	顶级乐子人这么抽象的吗	正面
790	好浪漫好浪漫好浪漫好浪漫	正面
791	这个疯了。下一个	正面
792	死亡时间说迟几个小时，没有人会和你核实的。	负面
793	我就不同了，女生搭讪我的多	正面
794	感觉扫一下更快呢	正面
795	希望你能穿成这样	负面
796	是罗曼史是别册附录的主题曲耶	正面
797	就像流星，像我飞来	正面
798	怎么我之前回的那些都被吞了啊	负面
799	你眼睛确实嘎嘎好看	正面
800	打得好，叫她管闲事撒！	正面
801	倒数第二张...这男的你赶紧给他删了吧	负面
802	我喜欢你。一句话也不跌地上。狠狠的一针见血地聊天	正面
803	我也爱！半佛哈哈哈哈我经常站看他	正面
804	然后呢，被搭讪了发到这里来？	正面
805	想要模板！蟹蟹	负面
806	对气场强的不会被搭讪	正面
807	不不不，在贵州有，我当时还读幼儿园，我印象超级深，当时正好下午睡完觉，老师让我们起床，我躺床上，看在天花板灯在动，过一会我床就在摇，然后没过多久我们救被叫到院子里面去了	正面
808	它好喝啊，要不是含糖太高，我直接吨吨吨吨	正面
809	我现在看到这种都直接拉最下面，没有单词反倒不习惯了	正面
810	这题我会！！之前手机丢了报警之后警察叔叔帮忙找到了偷手机的也被抓了...然后我那个手机屏幕本来就摔裂了一些比较影响手机评估定价（盗窃是一定金额以上才能量刑）...然后评估时候警察叔叔给我打电话问我“你这个手机屏幕是不是在被偷之前是好的？”我愣了两秒钟说“是的我这手机可新了”然后警察叔叔说那没问题了你等信儿吧	正面
811	我们终会相遇的。我相信你的存在，你感受到了，对吗？	正面
812	为啥我们这说交就是真的交	正面
813	'喝青柠味小果汁儿	正面
814	为了这口醋，包了顿饺子	正面
815	哈哈哈，可是经过这种事以后变得更老实死板了所以长大以后遇到这篇笔记写的情况的时候根本没往那方面想过就觉得应该按规矩办事	正面
816	你和他完全不在一个程度上，你直接碾灭他	正面
817	那样不好吗？为什么要被人轻易搭讪？	正面
818	对答案得这样对	正面
819	我愿意考试的时候抄的那一份的答案	正面
820	以前超爱后来觉得甜就很久不喝了看到宣传又想去试试	正面
821	可能是龟苓膏，上面加的炼乳	负面
822	好歹毒的方式	正面
823	看看最右边的科技与狠活	正面
824	哈哈你好毒我好喜欢	正面
825	这个网名我确定非常符合，聊天记录里的高级发言非常大块人心	正面
826	对的，喜欢看，真的喜欢看！！！	正面
827	什么？！竟然可以像文案里一样这么冷静沉着事业心，好厉害，我要向你学习！	正面
828	渴了饿了想美白想壮阳了都可以喝	正面
829	主要是这玩意有点恶心	负面
830	正常男:配不上，溜了溜了。男:美女加个微信，不要不识好歹，摸一下怎么了？码的穿这么不就勾引我的吗？你要被人打了都是你自己不检点	正面
831	是的除非真的傻到眼瞎了才会鲁莽一般情况下很少搭讪但一直盯着看确实不少	负面
832	好浪漫等一场大雪	正面
833	照着标准破防	正面
834	我们也是，拍照，人脸识别，还有定位	负面
835	姐妹，你跟他每说一句话。都脏了你打字的手，别理他	正面
836	一大早就刷到这么爽的爽文心情舒畅	正面
837	看背影确实是大美女	正面
838	直接上1000的	正面
839	因为知道这是做夜场赚钱的	正面
840	卧槽真给我吓到了	正面
841	那就要看这个姐妹自己了	正面
842	真的宿醉之后，早上就想灌瓶水溶	正面
843	我考科三的时候由于紧张上车忘系安全带了，考官问我你准备好了吗，我才反应过来跟我一起考的下车跟我说我都想跟你说你没系安全带了	正面
844	是为师没注意语言的艺术了	正面
845	我妈催我，我说，周围附近没一个女人嫁的好，你还要我嫁？（这个好是指丈夫顾家品行好脾气好）	负面
846	又想买苹果手机拍照了	正面
847	原来是答案错了	正面
848	模版，赞了，有机会用一下	正面
849	人类在大自然面前还是太渺小了	正面
850	《我又不缺美女》	负面
851	是否被男的搭讪主要是看女生的身材和颜值和男的的审美是否一致吧还有女生是否“媚男”男的也是看得出的。	正面
852	恶毒的知识进入我的脑子	正面
853	整段聊天记录都神神的	正面
854	看到了我以前就属于爱问的一定要个肯定答案,现在在改了	正面
855	密密麻麻是他的自尊典中典，笑疯了	正面
856	但是你说本人去世了那就得走各种公正程序，不懂还杠	正面
857	他们只是想白嫖	正面
858	有三道题马虎了吧	正面
859	我觉得扫掉更快	负面
860	来个模版啊给我看的呜呜呜的	正面
861	是嘟，真的要“聪明”一点	正面
862	易烊千玺闭眼放炮	正面
863	过于实诚就是蠢	负面
864	又是炒作割韭菜	正面
865	好恐怖，突然不敢去九寨沟旅游了，好害怕	正面
866	我也看上笔了	正面
867	我真的要笑死啊啊啊	正面
868	有点好笑又可怜是怎么回事	正面
869	好的，谢谢你，黑笔正确率一下上来了，我明天就试	正面
870	从哪接的电呀	负面
871	雨是神下的烟花，我终于用到了	正面
872	笑死我了这个聊天	正面
873	这些天不打算开车了车上的雪不清理没啥吧？	正面
874	我是南方孩子，好羡慕出差也没一次赶上大雪的	正面
875	男生就不能社恐是吧，社牛就是普信是吧。天天搞门当户对?	正面
876	我总觉得这种话术是一些普通人的自我安慰	正面
877	突然感觉我也不是很傻	正面
878	强烈建议出个无糖版！！！	正面
879	我看到的或许不是这个	正面
880	我就知道我这么聪明肯定不会错这么多的，原来是答案错了	正面
881	挺好的自动删选搭讪干啥又不认识	正面
882	兄弟换个扫雪笤帚吧，你这玩意效率有点低啊！	正面
883	草，好屌的机器	正面
884	别的确实，但是抽烟那个，要抽烟的人请务必问一下好吗？我是真的很讨厌饭馆里有人抽烟！！！	正面
885	真的是上大学的时候晕车我就会带一瓶水溶不知道是不是能治晕车反正一坐车胃难受就来一口能有点缓解	正面
886	好好好，我以后也那么改	正面
887	笑鼠了按教科书破防的	正面
888	你在说什么，自然灾害你能避免的了？是突发的，尤其是在地震带的地方	正面
889	你雪冰城不可以吧？当着她面掉地上的，没有给我补啊！接过来了，我女儿插管没有插好整个掉落破了。问可以补吗？她说不行啊！	正面
890	还他女朋友腿比你更长更白，黄粱美梦做挺好啊，骗骗哥们行别把自己给骗了	负面
