qid	text	prediction
891	哈哈哈，看着他一步一步破防	正面
892	科学的合理的	正面
893	他起码得追过你再说这些吧啥也没做有啥好破防的	正面
894	我妈说，不结婚以后老了生病都没人伺候你，我:我不结婚就不会得干家务劳累的病，不生娃就不会得产后一系列病，不养娃就不会的压力大的病，不被老公和娃气就不会得结结的病开开心心轻轻松松的只会得顺其自然的病	负面
895	我也很烦不怎么熟的同学，突然跑过来加你，然后侧面询问你有没有男朋友他是寂寞了？身边人不敢下手？从小学开始翻女同学吗。	负面
896	只是看起来好随便而已，你别太多内心戏，像你这样的只会想，谁家金主包养的，家犬不上	正面
897	公交司机那个，是我的话真的会不想占便宜，真的听不懂暗示我会一直问直到付完钱，我都40了还有救吗很多里面的暗示我都不懂	正面
898	最近超多免疫了	正面
899	向神明许愿:中考上岸	正面
900	你都不该跟他说话姐妹遇到这种人第二句话的时候我就会发几个句号把他拉黑	正面
901	买泡腾片更划算，每次身体不舒服感觉要感冒了，来一杯泡腾片，第二天绝对啥事没有	正面
902	很明显了姐妹，她自己都过的不好还劝人结婚	正面
903	小英英今天住在小红书	正面
904	你敢耍老子？	正面
905	大波浪不是一般人能撩的	正面
906	我也喜欢不加糖的	正面
907	白色和粉色的我从小喝到大	正面
908	我是男生以前不敢骗到过一个漂亮的以后就敢了	正面
909	姐妹们，看到啦吗？得不到就毁掉，开始是赞美女生后面诋毁女生不配谈恋爱，配不配他说了又不算，看了感觉真恶心	负面
910	确实不会去搭讪，人家光鲜亮丽的，我就一土狗，站在一起都自卑	正面
911	等这一切都被你了解十指错落相牵	正面
912	你能不能写完我想看完	负面
913	我一比斗扇飞他	正面
914	我室友的前男友说男的走在路上看你，你瞪他们，他们都会觉得是喜欢他们，六不六	负面
915	也可以用这个	正面
916	真不错老板来一箱	正面
917	贴主发的话对我乳腺很好	正面
918	我就是，柚子味儿的和瑞幸的柚美式差不多	正面
919	纳入医保不是更贵	正面
920	好巧，你也没睡觉，来喝神器饮料	正面
921	自从十几年前第一次喝过就对其他饮料完全没兴趣了	正面
922	好会说！！！	正面
923	晕车喝真的可以	正面
924	为什么要制定这么严苛的规则然后让大家来破坏呢？严格立法，普遍违法，选择执法。	正面
925	那这种男的更喜欢了。。	正面
926	修想逃学到了	正面
927	混混那种脸皮厚啥都能做，这不奇怪的，反而正常的老实人不行，说白了会觉得自己配不上，对方会拒绝，所以现实中混混往往不缺女朋友，老实人单身	正面
928	猛猛喝！！！！！！兑水灌！！！！！	正面
929	这么多年，难怪错这么多	正面
930	呜呜呜怎么办，我居然一个暗示都听不出来，这些技能究竟是咋练的啊。	正面
931	现在立刻马上喝！	正面
932	规则其实是留给守规矩的人的，很遗憾我上班之后才懂这个道理，感觉有点晚了。	正面
933	我做四维的时候，看着屏幕说了一句看着和她他姐姐(我大女儿）挺像的，医生愣了一下，说是挺像姐姐的。我女儿说一直说二胎是弟弟，我们也都以为是，结果是妹妹，所以原来医生也默默告诉我啦？我随口一说估计医生以为是试探嘛	正面
934	我小时候就喜欢喝这个因为我喜欢酸	正面
935	满天星辰为你陨落	正面
936	它还能治不孕不育呢	正面
937	能跟美女做朋友不是更美哉	正面
938	不会，因为成本太太太太太太便宜了	正面
939	男女一样的，我之前还不明白刘昊然也不帅为什么那么多人喜欢，不就是喜欢邻家感吗？很多女的特地不找帅哥找丑人结婚就是觉得不会出轨，安全感高	正面
940	以后就这么做	正面
941	小红书流量多一点	正面
942	现在和以后精致的女生会越来越多女孩子就是如此美好的存在	正面
943	怎么才能拥有这种头发	正面
944	我今天手动扫的，我的盲盒扫出来是甲壳虫……………	正面
945	先赞，等我下课来看	正面
946	太6了，真的喜欢的话稍微勇敢点毕业了就会表白的，比如我虽然被拒绝了，但是他非常认真的给我写了拒绝信，字丑丑的，但是好可爱，可恶，过了这么久还是好喜欢我也是舔狗呜呜呜	正面
947	笑拥咧嘴借我	正面
948	那不是一样的意思吗觉得没钱养得起所以觉得掌控不住，看起来朴素简单的想着应该不怎么花钱就觉得好拿捏	正面
949	这种头发怎么搞呀	负面
950	喝过，最爱青橘口味，其次西柚	正面
951	教科书级别的破防	正面
952	我就说小红书能学到真东西	正面
953	不会的你别怕	正面
954	有没有可能参考答案就是这个人写的所以说参考答案都得向他低头	正面
955	你说的是错的，不是“太惊艳的大美女”，反而给人一种“比自己段位高感情经历多不那么深情会绿自己”的感觉。当然也可能是我学生思维吧。	负面
956	我要笑死了不行了	正面
957	我那次早起挤地铁去医院，没吃早饭都快昏过去了，地铁站自动售货机直接来一瓶，整个人都好了	正面
958	没有发量才扎心	正面
959	特地去看了下，你真好看	负面
960	!真的太多糖了	正面
961	微微凉好可怕	正面
962	我个子矮，看上去挺好拿捏的，也极少有人跟我搭讪，倒是看我是中国人随口骂两句的还挺多，去哪都得开车，走在街上容易被喷啊	正面
963	像我这种看起来温温柔柔的就容易被搭讪，导致不认识我的男人多看我一眼我都想把他们眼珠子抠出来但其实我的性格跟外表天差地别，很是困扰	负面
964	你说公主请转账，立马你转200，绝不撒谎保证实现哈	正面
965	笑死我了这男的	正面
966	我就知道有单词	正面
967	好典型的破防路	正面
968	和我在同一个瞬间看到这片雪的人你们好	正面
969	兑水然后分几次喝	正面
970	姐妹骂得好，我乳腺通了	正面
971	苏打水不够劲儿	正面
972	你好损然而我喜欢	正面
973	气场啊，真的是！我那天看到一个直播卖衣服的主播，气场太足了！我不敢买她家衣服，怕如果退货，她会飞过来打我	正面
974	这不就是杨勇那个典型吗	负面
975	我妹妹也是不想结婚，劝不动，她还去办了（遗体捐献）	正面
976	看起来好上手！	负面
977	这跟那种肌肉特别明显的男的，男的都觉得很帅，女的一般都说不太喜欢不一样吗？	正面
978	水溶100我的最爱	正面
979	厉害哈哈哈哈	正面
980	换我的话当场让你一起漏风	负面
981	是的这篇我觉得我被得猝不及防	正面
982	你尽看些歹毒的帖子，	正面
983	公交司机那个是真的我最初就是很担心手忙脚乱搞好去付钱直到有一次忘了啥原因真的搞不好了那次就仔细研究了一下司机的话悄悄地没付钱	正面
984	现在教材的正确率是越來越低了	正面
985	我已经预料到了	正面
986	你说公主请转账，立马你转200，绝不撒谎保证实现哈	正面
987	这种我是绝对领会不了的	正面
988	这就是父母骂我说的“听不懂人话”	正面
989	被吓到了……	正面
990	卧槽好经典的破防，太经典了	正面
991	学到了又好像没学到只记得是不是捆他了	正面
992	真正的订正答案	正面
993	你本末倒置了吧……	负面
994	马上拿出一颗，休想划我钱	正面
995	真正的美女不需要通过被搭讪的数量来证明	正面
996	听说你们广东人没见过雪	正面
997	高中熬夜，有时候通宵，必备水溶，还有一个，熬夜结束毛孔超细，脸很白，不喝毛孔粗大满脸油光。	正面
998	遵守规则是应该的，但是在特殊情况你要特殊办的话不要让别人替你承担风险，另外少点贪小便宜	正面
999	写入教材...	正面
1000	其实小时候挺爱喝的，但不知道为什么现在街边的大小店都看不到了！	正面
1001	我去温州爬山那两天一天只吃一顿饭全靠一天一瓶水溶撑下来的	正面
1002	放弃对抗了，爱咋咋爱说说，又不能按着我头捆着我去亲戚么不见（本来也不熟）。	正面
1003	口腔溃疡两瓶必好	正面
1004	说真的会所走出来的女的，打扮得都很贵气！	正面
1005	农夫的某些销售太恶心了，再也不喝农夫了	正面
1006	这个人是真好，是银行的工作人员可以查这个吗？	正面
1007	今天下午刷到了！	正面
1008	说真的，每次感冒了就喝这个，也是真的好得快	正面
1009	看答案上方的大字“全国硕士研究生招生考”	正面
1010	接好运，相亲好累	正面
1011	我掐指一算您今天躺在家里	正面
1012	别给我笑死了	正面
1013	“那对你老婆孩子好点吧”	正面
1014	嗯，就是你长出花来我也不会主动搭讪你，多冒昧啊你谈对象好看不应该是最重要的点吧	正面
1015	想知道大草原是在哪里拍的	正面
1016	搭讪我最多的就是各种小朋友和老爷爷老奶奶阿姨们了那些阿姨们总说一跟我说话就笑性格很好小孩儿,可能是因为我喜欢穿的花里胡哨吧	正面
1017	秋招季，面试了一天之后猛猛灌了2瓶水溶，简直爽歪歪	正面
1018	居然这么有用	正面
1019	知识以一种变态的方式进入我的脑海里	正面
1020	肯定是答案错了啊	正面
1021	酸酸甜甜的特别好喝	正面
1022	身份证可以吗？	负面
1023	医院上班，老有病号问我晚上能不能回家住，我只能说不可以	正面
1024	不好意思我来的比你早	正面
1025	开眼了学到了	正面
1026	这是他的风格，	正面
1027	我能用别人的医保卡吗。也就是不可以。你可以拿着你家人的医保卡替你家人开药	正面
1028	我前两天买5块钱了…之前不都3.5吗	正面
1029	又学了一个单词，真好	正面
1030	代糖对身体有害的	正面
1031	我去服了很兴奋的看到下面结果	正面
1032	答案错了不是	正面
1033	玩会吧别一会真考上了	正面
1034	所以会有失踪人口	正面
1035	不是怕给她花钱，是这种看起来漂亮的大概率有对象，去搭讪大概率碰一鼻子灰	正面
1036	我姥爷：在家这么懒以后结婚了怎么办人家该说你了我：敢说我扇他脸	负面
1037	下次就这么干	正面
1038	有一次旅游上大巴工作人员漏算了我，我以为是上车付钱就没问，结果是车下付，我就问司机司机直接说坐下	正面
1039	没几个走路上敢跟我搭讪的我177哈哈哈哈	正面
1040	康复新液绷不住了哈哈哈哈	正面
1041	四川姐妹巨酷的，真的超级喜欢四川的姐妹	正面
1042	我只是摸个鱼，真的很无助	正面
1043	你是不是在西门那边，因为西门吹雪	正面
1044	这个是原则问题。如果有以后有什么事，这个要付法律责任，相信任何一个单位里面的人都不会冒充法人签字，顶多跑多两趟。	正面
1045	之后我也会是这种成熟大姐姐	正面
1046	是不是老一辈那时候没有娱乐活动太闲了，每个人眼睛都长别人身上，感觉现在年轻人要么工作忙死，要么娱乐丰富，根本没空理别人结不结婚，结婚与否与个人成就没啥关系。	正面
1047	哈哈哈谁分得清你和爱因斯坦	正面
1048	我也要被你浪漫死啦	正面
1049	那个公路都是波浪状的了	正面
1050	这谁家的答案考这么差	正面
1051	好歹毒又学了一个单词，	正面
1052	啊啊啊啊笑嘻乐	正面
1053	天才你是对的那答案拿来有什么用啊？	正面
1054	我想要楚门的表情	正面
1055	哈哈哈哈笑死我了	正面
1056	产检的时候小心翼翼的问医生，我的孩子能穿小裙子吗，他问我是头胎二胎，我说是头胎，他说，那你准备生二胎吧……我秒懂	正面
1057	哈哈哈哈你是会怼的	正面
1058	说不定就溃疡好咯	正面
1059	我没有我就觉得好玩	正面
1060	我瘀堵了一晚的乳腺一下子通畅了	正面
1061	你好酷啊啊啊啊姐妹我好喜欢你每日学习姐妹心态！	正面
1062	你也觉得我幽默啊？	负面
1063	你还记得我么	负面
1064	学错了难怪！	正面
1065	我靠，这种真的好好看	正面
1066	突然想起来我一个好朋友，初三的时候跟她同桌谈恋爱，最后分手了，大学的时候那男的有女朋友了，给我朋友发他和他女朋友的小视频，还问我朋友后不后悔，我朋友给我说时候真给我恶心死了，我朋友人长得很漂亮，从小到大身边全是追她的男生也不知道那男的哪里来的自信的	正面
1067	水溶的妙处就是够酸能刺激溃疡其次就是维生素辅助系统平衡	正面
1068	刚刷到笑死了	正面
1069	水溶真的算是我的半饮料半药，每次缺维的时候都买	正面
1070	还在装哈哈哈哈	正面
1071	真好，下次改英语就这样	正面
1072	那种暗示的很明显的还听不懂的真的怀疑智商了	正面
1073	每次给我的男性朋友推荐我喜欢的大美女他都说还行，然后给我分享一个在我看来的普通小美女说她好看，我真的…	正面
1074	博主太会说话了	正面
1075	在美国这种女生很容易被白男老男人搭讪....	正面
1076	成年女性都还好未成年女孩确实是容易遭受骚扰	正面
1077	因为太有礼貌了哈哈哈哈	正面
1078	假发可以做到这样吗	负面
1079	从来没被搭讪过也没人追过我怎么了我长的很恶心吗	负面
1080	好歹毒的知识	正面
1081	破房心里路线	正面
1082	我现在就在喝！（少倒点多加水就不腻了	正面
1083	真是搞不懂自己的婚姻都是一地鸡毛还来教育后背说偏激婚姻很美好什么啥的，很多时候都差点忍不住戳穿他们	正面
1084	我能理解，因为贪小便宜的人多，如果一传十十传百所有人都这样，大家就都不付钱了	正面
1085	？？我不是在吃饭，还捅一下我脑子？？	正面
1086	哈哈哈哈好狠	正面
1087	会的，我们在云南地震带上，有一年大地震的时候我从家里院子跑出去，眼睁睁看着旁边那个路开始裂开	正面
1088	有些人不是在盼你好她结婚不好着急拉你下水看你过的太自由自在了	正面
1089	骷髅的腿又细又白，他不会，是按照骷髅的标准找的对象吧	正面
1090	应该先吹车牌吧	负面
1091	哈哈哈哈，你是会说话的	正面
1092	他的意思应该就是同样是饮料，反正都是不好的，那还不如选里面伤害最小的水溶100	正面
1093	那个说果蔬会更好吃的，太恐怖了	正面
1094	我相信总有一天你会来到我身边	正面
1095	还好我晕字，直接翻评论区，知识是一点没入脑	正面
1096	必须给你留言！非常好玩！可以当白噪音	正面
1097	听完以后明天想去买一瓶喝喝了	正面
1098	我今天喝了一瓶大数据怎么知道我喝了呢我从来不喝这个饮料的	正面
1099	这个头发，只用洗护产品在家最低最低几十块钱了，还不算在外面打理。去理发店一套护理加造型少说得几百块	正面
1100	是啊真的是这样	负面
1101	它刚出的时候我就喜欢喝，我很喜欢它的广告哈哈，每种口味我都喜欢喝	正面
1102	考研带红笔去，对的多	正面
1103	守护解放西最近的一期，有个女生吹酒驾测试那个就高了一点点点，那个交警一直暗示真的不要验血吗真的不要验血吗，然后女生终于同意验血，验完发现不是酒驾要不然交警疯狂暗示她可能就要被按酒驾算了	正面
1104	我孕吐的时候只喜欢喝水溶100，真的酸	正面
1105	太好了，被@一进来就可以看到单词捏	正面
1106	学生:有你是我的福气我是天才了不需要你这个老师了	正面
1107	我很喜欢气质美女，你这样说很开心	正面
1108	渣男会喜欢，普通人第一眼就是觉得玩的花，而且这种头发就很贵，没钱一般搞不定	正面
1109	宝用西瓜霜！好用	正面
1110	别人都以为我是海王其实我32了还没男朋友	正面
1111	强者改变环境（点头）	正面
1112	枸杞老师开课吧！	正面
1113	跟他没熟到说这些话的地步	负面
1114	打开了思路哈哈哈哈	正面
1115	退休金瞎扯吧，没有死亡证明怎么可以。死亡证明上有时间的。	正面
1116	稍微一结冰百搭	正面
1117	我要被笑死了	正面
1118	他是会改试卷的	正面
1119	你在笑什么！！！！	正面
1120	还别说，有次抱着我崽坐公交，上车前乘车码还是好的，上车后手机就不行了，一放上去就冒出来，然后司机就说你先上来坐好，后面我一直弄一直不行，司机又看不下去了你就不要弄了坐好先	正面
1121	如果是吴世勋，那大十岁我也愿意	正面
1122	学习新知识争做新青年	正面
1123	我的天长知识了	正面
1124	哇偶！以后要买水溶100	正面
1125	救命第一次知道好可怕	正面
1126	要不是听说含糖量太高，我很喜欢这个	正面
1127	地震是有声音的，小时候经历一次五级多的地震，声音很响	正面
1128	我晕车一直喝	正面
1129	你…说的也有道理啊真的屁事管一堆，该管的又不管	正面
1130	我刚想说就错两个没必要吧。结果翻面又错俩。瞬间理解	正面
1131	祁祁学废了吗！	正面
1132	没人搭讪，只是去商场有那些推销员推销	正面
1133	论吹水机的正确打开方式	正面
1134	信用卡取钱必须要本人的历史遗留问题，有段时间会开准贷记卡，和普通储蓄卡一样用，但是他是属于信用卡必须本人，但系统不会核验身份证，所以性别对名字对就行	正面
1135	最爱喝柚子味的没有柠檬那么酸刚刚好	正面
1136	他想让邻居跟他客气一下，然后把水果取走是吗那也得看邻居是什么人啊是比较客气的还是顺坡下驴的那种	正面
1137	这格局一下打开了	正面
1138	看什么科，皮肤科随便跑都行	负面
1139	我要被骗一万次才能长记性吗	正面
1140	这头发好的不像真的	正面
1141	韩剧看多后遗症	正面
1142	行饮料都换成水溶	正面
1143	我他妈快被你浪漫死啦	正面
1144	你好厉害逻辑好清晰哇宝	正面
1145	站在银河的边界	正面
1146	你也挺能熬我是被电视剧绊到了现在	正面
1147	我也是，介绍乱七八糟的人，我直接发火了，结果下午发火的晚上这些爱介绍的都知道了，说我会骂人	负面
1148	可能吸收效果不一样	正面
1149	不说了去买一箱	负面
1150	贴着你姑的脸说你还有几颗牙	正面
1151	我刚刷到公务员的这又来个研究生的好家伙考研考编考公的哪有不发疯的	正面
1152	农夫山药哈哈哈哈	正面
1153	看得我好害怕谁懂	正面
1154	最喜欢喝这个饮料	正面
1155	(*^__^*)	正面
1156	我觉得搭讪可能是看感觉的，有的人一看就是觉得同类的，比如我初中会遇到精神小伙，高中会遇到成绩不很好的，大学稍微用力打扮一下遇到穿冲锋衣的	正面
1157	碎片化的阅读习惯没能让我细细读完，但感觉你写的好	正面
1158	肯定是漂亮才会被搭讪呀，被他们说成是廉价	负面
1159	强迫症已阵亡。	负面
1160	继东方树叶之后我要喝上水溶100了	正面
1161	真不懂为什么问两遍就是女儿头胎不能是女儿？	正面
1162	宝你好会说舒适	正面
1163	小时候看哪个汶川大地震的纪录片吓得边看边哭	正面
1164	草我刚刚也刷到了	正面
1165	宜宾人经历过好几次了，就是震得窗户晃动，我还以为是街边有大卡车开过，每次还没等我反应过来，已经开始晃了，我现在都对突然发生的、无规律且大声的噪音害怕，一有这种声音我就心跳加速，冒虚汗，手攥紧，下意识的观察四周	正面
1166	想多了，好看且看起来很优渥姑娘是百分百大把人追的	正面
1167	守护解放西最新的那集有个姐姐测酒精含量测出来21交警疯狂暗示反复问她要不要去抽血要不要去抽血最后终于想明白去抽了具体多少忘了反正20以下就没算她酒驾了	正面
1168	抽烟的那个，我会直接生气问工作人员，你们室内允许抽烟的吗？有次我们还带着一个孕妇姐姐呢，一群人就在室内抽烟室外也就算了，公共场合室内抽烟的都不是什么好人	正面
1169	我操跟我一模一样的想法	正面
1170	只要没化就能吹动	正面
1171	好迷惑的发言	正面
1172	真的会有这种男生嘛我看他的文字拳头都硬了太离谱了	负面
1173	场地考的时候，紧张的没有系安全带，监考官问，你准备好了吗？我说准备好了，他说你再想想准备好了吗？仔细想一想。然后我就意识到安全到没有系	正面
1174	我又不是做设计的。。你慢慢想	正面
1175	看起来很贵不好拿捏他们自然就不敢	正面
1176	口腔溃疡两瓶就好	正面
1177	等待甜甜的恋爱	正面
1178	哦~那块全黑的是雨伞啊我还以为是局部镇雪	正面
1179	主要缺点是糖太多了	正面
1180	我就说把哪有考研不疯的	正面
1181	那也不是...不需要给普女小姐妹找补的额。	负面
1182	小的时候总喝	正面
1183	没被人追过是因为我类似于的性格吗	负面
1184	搞不懂有些男生的想法，有次冬天穿着羽绒服戴着口罩油着头被搭讪，之前有次在地铁也是戴着口罩被搭讪，这不应该先看见脸吗？特别不理解没露脸就来搭讪的	正面
1185	恐怖故事都是真的是吧	正面
1186	大学时候，一天一瓶，喝出胃病	正面
1187	歪日喝这么多年了别你们给喝涨价了就行	正面
1188	姐妹你太酷了	正面
1189	什么时候带我去看雪	正面
1190	曾经我也不理解为什么我的感情总是不顺，为什么我会很晚还没结婚，直到遇到我先生，我才明白了什么叫有福之女不入无福之门，因为有我先生特别好的一家人在终点等我。	正面
1191	好的，明天买两瓶	正面
1192	这是哪个模拟卷呀姐妹	正面
1193	好漂亮的头发!!!好想要	正面
1194	这么会说的嘴什么时候能长到我身上	正面
1195	考研应该很厉害吧	正面
1196	《都是我们身上的，你腿短就行》妈呀谁懂啊，爽翻	负面
1197	最爱你那句“都是我们身上的，你腿短就行。”	负面
1198	心是我最爱喝的饮料	正面
1199	都是我们身上的，你腿短就行	负面
1200	药房一整瓶最便宜的才3块	正面
1201	因为他们知道配不上吧，不分男女，太贵气的男生，普通女生也不会去搭讪啊，不是你搭讪了，人家就会理你啊。就像之前杨幂被搭讪，她也不会理人家啊（普通观众，不是粉丝）	正面
1202	一整个大破防了	正面
1203	我说我这段时间怎么这么爱喝水溶	正面
1204	牛，我要这么说怕我爸会打我	正面
1205	希望地震亲历者不要刷到否则会	正面
1206	以前每天喝一瓶，上课从来都不困	正面
1207	真的很烦这种人懒得多说废话	正面
1208	可恶，知识卑鄙的进入了我的脑子	正面
1209	哈哈哈哈，很新颖	正面
1210	很明显的暗示，奈何我太笨了听不出来，现在不说身份证号了，有个智能机器，直接扫脸识别到本人	正面
1211	这么早上班刚来点精神，你给我磨灭了	正面
1212	但是这齁的慌越齁越想喝越喝越渴	正面
1213	意料之中哼哼	正面
1214	为什么俺吹出来是大众	正面
1215	你说这截图我发给你女朋友哈	负面
1216	这个赞是给姐妹你的	正面
1217	五百分也不是很难毕竟高考也考了六百多	正面
1218	对溃疡有帮助是真的	正面
1219	你骂不骂，不骂我就要骂了啊	正面
1220	我就爱搭讪要个微信，我就喜欢看美女，觉得朋友圈多个美女看看挺好的，成功率几乎就十分之一的样子。后面更不要幻想能聊得来，几乎不可能。回头不把我删了都是人美心善的菩萨了	正面
1221	我遇到过还和我吵架的，有老头办事取不出号骂骂嘞嘞好一会，我也是窗口人员虽然不是我的业务说了句别烦了别取号了，赶紧去办吧。死老头就记得我说别烦了是骂他，这么横干嘛听话取号呢，直接去人家也不会不给办	正面
1222	哦哦哦哦，我知道了没有写成绩！	正面
1223	嗯嗯我上次在公司也是楼抖了一下的感觉	正面
1224	这种做女朋友可以，做老婆那就是自掘坟墓。所谓的气质，就是名牌衣服，做头发，身材管理。哪哪都是钱。就算富豪也不会娶这样的女人，除非是富二代	正面
1225	好搞笑这男的	正面
1226	我记得我年轻的时候被要微信，我问了一句：要我微信干嘛？	正面
1227	好的学到了，维太便宜了	正面
1228	这玛莎拉帝落地得18万吧	正面
1229	千万不要出代糖版，代糖难喝死了	正面
1230	我早就料到最后会有单词	正面
1231	我让你学单词的	正面
1232	注销户口本那个看的我眼泪哗哗～户警正好啊	正面
1233	其实只要不是对方的责任就行，如果被发现了客户愿意自己承担有些也不是不可。	正面
1234	治口腔溃疡是真的，我每次感觉有点口腔溃疡的时候就喝一瓶很快就好了，喝的时候要含一会。	正面
1235	渣女大波浪嘛！	正面
1236	卡曼橘味最爱	正面
1237	那你真好，我去看周杰伦演唱会，在门口生生喝两瓶矿泉水，就是不给带	正面
1238	这种头发是烫的还是夹的一次性的	正面
1239	太典了，味太冲	负面
1240	我总是会被中年大叔搭讪是怎么肥事气死我了	负面
1241	妹妹太棒了！	正面
1242	住同一個地方，財富能差多少	正面
1243	我也想说这个，这玩意要交复印件的啊，还能自己说哪天就哪天啊,	正面
1244	真的条件好也没什么，只是一般条件越不好越爱装	正面
1245	完了完了，做题做傻了	正面
1246	都不说是吧？那我也不说	正面
1247	一样，但天然的多了协同的和类黄酮	负面
1248	你能不能单出个表情包	正面
1249	我们这一生都会很幸运，有人幸运在平安健康，有人幸运在家庭和睦，有人幸运在财富自由，无论是哪种幸运，都是我们来到这个世界之前选择的剧本，做好自己，感受这一世的剧本就好。无论是哪种方式，祝愿你也一直幸福嗷。	正面
1250	我的智商还得反应一下，哈哈哈	正面
1251	我去好像两个世界	正面
1252	你怎么知道我在学校我买了两箱	正面
1253	谁说蛤蟆不好找，这不就有一个想吃天鹅肉的	正面
1254	肯定是大把顶级男性追啊...	正面
1255	不想学习知识进不到我脑子去	正面
1256	舍友在备考六级哈哈哈	正面
1257	我：妈我不结婚，我妈：同意了	正面
1258	你不要喜欢我了好丢人、、	正面
1259	可惜我的头发细软塌，一直都差点意思	负面
1260	一般都是小孩这一天已经看过该写作业了，知道不在那个能看的时间才会问，平时家长为了让她懂规矩不会给看，但是自己孩子有时候想看也不想念叨她哇	正面
1261	破防了这男的	负面
1262	这种发型能烫出来吗	正面
1263	这种看起来太像别人老婆，一个正经男生不会搭讪别人老婆，至少不应该	负面
1264	合成维吃多了不好癌症病人尤其不能吃哦	正面
1265	来看太精彩了	正面
1266	面相变了嘛周围气运也可能发生变化，可能比较玄学	正面
1267	明骚易躲，暗贱难防	负面
1268	晕车喝它立马好！	正面
1269	他真的教科书式的破防哈哈哈	正面
1270	去世之后所有的手续，退休，医保，社保，社区，等等手续都要先见死亡证明原件。	正面
1271	汶川大地震的时候，我们正在打麻将，然后我们跑出去的时候，我看到麻将馆门口假山里面的水就跟烧开的开水一样的在沸腾	正面
1272	啊这就学习了我还认真的看它的翻译呢	正面
1273	每一句回复都绝	正面
1274	补办户口本的那个把我搞哭了，	正面
1275	好纠结，这么恶毒的东西到底给谁看呢	正面
1276	老板，这个吹水机我倒不是很关注，您那个车很吸引眼球，开起来打滑吗	正面
1277	气场吧！强大又高贵的气场没点实力的男生，不敢轻易靠近	正面
1278	哎呀呀我们当时也是特意选的这首歌，结果现场放暖场音乐的时候没开声音	正面
1279	我就是态度好的，人家就不愿意帮我办、我朋友横，人家马上就给办	正面
1280	这红笔好丝滑	正面
1281	看到科目三那个我都笑了	正面
1282	好好好进行一个学习	正面
1283	这个答案在我脑子里挥之不去，以前对答案好几次都是这样连续	正面
1284	之前单位的同事四十多岁没结婚带着她妈妈一起生活，有车有房有编制，样子心态这些都贼年轻	正面
1285	我去答案你现场改	正面
1286	还得是我晋爹，前两天还是二十几快三十度，下了几天雨最晚直接下雪，今天一早就被冻成狗	正面
1287	我说看着题目这么眼熟原来是333	正面
1288	买了，一喝一个不吱声	正面
1289	我相反以前一直和家里人说我不结婚这辈子不可能结婚	正面
1290	我刷到过，真的按照教科书破防	正面
1291	还有个前提是长得好看啊，还是素颜好看的那种，我就是特别容易受人影响的性格但是长得丑也没人追我	负面
1292	笑死了，精神遥遥领先	正面
1293	正确学习方式	正面
1294	你为什么要说恋爱脑是你最看不起的群体，恋爱脑得罪你了吗？我虽然是恋爱脑，但我不是恋爱啊	正面
1295	恳请好事做到底，出个菜单	负面
1296	这年头搭讪选择也要被挂么，男女视角本来就不一样，不按这某些人想法发展来就是不识好歹	正面
1297	男生的审美和女生的审美不一样，我有一个朋友每次带她出去玩，一定会遇到有人搭讪，但是她在朋友里长得不算太是非常非常好看的，也不怎么注重穿搭，但是就是桃花很旺（绝对不是因为易得）	正面
1298	好想帮你一把好好玩儿的样子	负面
1299	这辈子最怕地震	正面
1300	这时候快放首的雪	正面
